movie_id,genres,movie_title,original_language,overview,popularity,release_date,runtime
ghost-in-the-shell-arise-border-1-ghost-pain,"Not Available
",Ghost in the Shell Arise - Border 1: Ghost Pain,ja,"The story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down.  During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg, wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents.",11.577,22-06-2013,58
ghost-in-the-shell-sac-2nd-gig-individual-eleven,"Not Available
",Ghost in the Shell: S.A.C. 2nd GIG – Individual Eleven,ja,"The year is 2030. Six months passed since the Laughing Man Incident was solved. About 3 million refugees are living in Japan, invited to fill the labor shortage. However, the emergent presence of the invited-refugees intensified their confrontation with the ""Individualists"", who called for national isolation, which then led to the increased incidences of terrorist attacks. Under these circumstances, a terrorist group called the Individual Eleven carries out a suicide attack. But there was a greater scheme behind their action. When Section 9 learns this, they attempt to nail down the mastermind of the incident.  Meanwhile, Kuze, a surviving member of the Individual Eleven, becomes a charismatic leader of the invited-refugees and intensifies the confrontation against the government. And Motoko starts feeling a strange sense of fate connecting her with Kuze...",6.465,27-01-2006,162
ghost-in-the-shell-stand-alone-complex-solid-state-society,"Not Available
",Ghost in the Shell: Stand Alone Complex - Solid State Society,ja,"The story takes place in the year 2034, two years after the events in Ghost in the Shell: S.A.C. 2nd GIG. Female cyborg Major Motoko Kusanagi has left Public Security Section 9, an elite counter-terrorist and anti-crime unit specializing in cyber-warfare, which has expanded to a team of 20 field operatives with Togusa acting as the field lead.",9.527,23-02-2007,105
ghost-light-2018,Comedy Horror,Ghost Light,en,"A disgruntled summer-stock actor contemptuously disregards the superstition surrounding Shakespeare's tragedy, Macbeth and, by doing so, unleashes the curse of 'The Scottish Play' and wreaks havoc on the company.",0.955,26-10-2018,102
ghost-mask-scar,"Not Available
",Ghost Mask: Scar,ja,"Miyu went to Seoul, Korea to study and look for her older sister who went missing two years ago. One day Miyu got to know Hana who was a famous plastic surgeon and she reminded of her missing sister. Hana lives with her lover Hyoshin, but she got attracted by Miyu. And Nyoshin felt jealous of Miyu. Miyu thought that Hana is actually her older sister and asked her to tell the truth. Hyoshin saw two of them talking and killed Hana because of jealous. Hyoshin tried to kill Miyu next and Miyu realized Hyoshin is her sister who had plastic surgery and changed her face. Finally Hana stuck a knife into herself because she knew Miyu always values her sister. Miyu survived, but lost her precious sister.",0.6,20-09-2019,81
ghost-on-the-highway-a-portrait-of-jeffrey-lee-pierce-and-the-gun-club,"Not Available
",Ghost on the Highway: A Portrait of Jeffrey Lee Pierce and the Gun Club,en,A biographical study of seminal punk blues singer Jeffrey Lee Pierce and his band the gun club.,0.6,29-06-2006,97
ghost-photos,"Not Available
",Ghost Photos,ja,"Toshiko, a high school student, receives a text message and picture from her brother, whom she has not seen in years. The image foretells the death of a woman a day later. This is only the first of many haunting images that appear throughout the film.",0.746,25-08-2006,72
ghost-rider,"Not Available
",Ghost Rider,en,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",36.035,15-01-2007,114
ghost-rig,"Not Available
",Ghost Rig,en,"A group of greenpeace youths board an oil rig thats about to be sunk, planning to prevent it. Once on board they discover that they are not alone, something on board is making people act very strange... and what relationship do the rigs previous occupants have with the occult?",2.515,01-07-2003,90
ghost-shark,"Not Available
",Ghost Shark,en,A coastal town is plagued by a supernatural man-eating shark. A ghost hunter joins forces with a sea captain to uncover the secrets of the area's dark past and find a way to exorcise the spectral predator.,10.162,22-08-2013,84
ghost-son,"Not Available
",Ghost Son,en,"A widowed newlywed stays on her deceased husband's South African farm, then bears a child who seems to be possessed by the dead man.",2.165,05-04-2007,97
ghost-source-zero,"Not Available
",Ghost Source Zero,en,"The Artificial Intelligence Revolution is happening, and America is watching it on their Living Wall flat screens and Genius Phones. Homeland Security's Cyber Crime Division is the only thing trying to stop the 'bots and 'borgs from taking over.",2.891,01-09-2017,95
ghost-squad,"Not Available
",Ghost Squad,en,"Growing up in a small town, Charlie, Alex and Nick weren't the most popular kids around after they formed ""The Elite Monster Unit"". Chasing notorious, mythical legends and ghosts was exciting to them, not ""cool"" to the other kids around. So they lived their lives on the outside of the ""in"" crowd. Making matters worse was Charlie's obvious crush on Brandy, one of the most popular kids in school and sister to one of the biggest bullies around. Trying to impress Brandy, Charlie accepts a dare from her brother Nick that says he and his friends must spend Halloween night in a house long rumored to be haunted.What seems to be an easy challenge quickly turns out to be a night of frights as Charlie, Nick and Alex find themselves in the fight of their lives trying to out smart (and outrun) their new nemesis, a ghost dog named Salty, who does whatever he can to make this the worst night of their lives...",3.138,01-08-2015,87
ghost-stories-2013,Animation,Ghost Stories,en,An Indie Anthology animation on the theme of 'Ghost Stories'.,0.6,03-11-2013,38
ghost-stories-2017,"Not Available
",Ghost Stories,en,"Professor Phillip Goodman devotes his life to exposing phony psychics and fraudulent supernatural shenanigans. His skepticism soon gets put to the test when he receives news of three chilling and inexplicable cases -- disturbing visions in an abandoned asylum, a car accident deep in the woods and the spirit of an unborn child. Even scarier -- each of the macabre stories seems to have a sinister connection to the professor's own life.",16.05,05-10-2017,98
ghost-storyteller,"Not Available
",Ghost Storyteller,ja,"During an interview backstage at a “Kwaidan” event, Junji answers questions about the terrifying banned footage of a ghostly encounter that he recently experienced. While shooting his movie, there was an inexplicable feeling that something horrible was descending amongst them.",0.6,20-09-2014,79
ghost-system,"Not Available
",Ghost System,ja,"Misaki receives an email from a friend who had supposedly died when they were younger. She investigates and finds a scientist who uses the ""Ghost System"" to contact spirits.",0.886,16-01-2003,74
ghost-team,"Not Available
",Ghost Team,en,"A paranormal-obsessed man mounts his own investigation into the beyond with his depressed best friend, misfit nephew, a cable access medium and an overeager security guard.",4.334,21-07-2016,83
ghost-theater,"Not Available
",Ghost Theater,ja,"Sara, a young actress, is able to land the leading role in big theater play, but soon learns that somebody or something is trying to end the production at all cost, which puts Sara in deadly danger.",2.01,21-11-2015,99
ghost-town,"Not Available
",Ghost Town,en,"A spirited romantic comedy, Ghost Town is the story of Bertram Pincus (Ricky Gervais), a cranky Manhattan dentist who develops the unwelcome ability to see dead people. Really annoying dead people. But, when a smooth-talking ghost (Greg Kinnear) traps Bertram into a romantic scheme involving his widow Gwen (Tea Leoni), they are entangled in a hilarious predicament between the now and the hereafter!",10.927,19-09-2008,102
ghost-town-2009,"Not Available
",Ghost Town,en,"Reb Halland, who lives in the era of Wild West, has made a deal with the devil to gain immortality alog with his gang. Preacher McCready is trying to protect the small town by placing five totems around the town in the shape of pinnacle. One day, an collector passes by the town and sees one of the totems pinned to the earth and he decides to take it. When the man takes the totem out of ground Halland and his gang arrives and start killing everyone. The film moves to the present day when a group of college students driving back home from another city after a debate contest suddenly find themselves at this town. Soon they start to be murdered one by one, and it will be up to them to find the secret of this town and destroy Halland and his gang.",4.305,24-10-2009,85
ghost-town-the-movie,"Not Available
",Ghost Town: The Movie,en,"An 1800’s western set in the Great Smoky Mountains of North Carolina. It’s a story of love, hate, revenge, honor. It showcases the most famous villains of all time from John Boorman’s “Deliverance” filmed in 1972. Voted number one movie villains of all time in “Maxim Magazine”, 2005, Bill McKinney and Herbert “Cowboy” Coward scared audiences with their mountain man delivery that struck fear in millions of movie goers. They were reunited in this film after 37 years.",3.591,08-10-2008,115
ghost-train,"Not Available
",Ghost Train,ja,"On her way to school, high school girl Nana sees a train accident. Then Nana and her friend Kanae start to come across various bizarre phenomena, including red fingerprints and a female spirit who 'lives' on the station platform. One day, Nana's younger sister is lost, and the only possibility seems to be that she had been taken by these spirits. The missing tracks. The predictions that a mysterious woman makes.",1.113,27-07-2006,92
ghost-train-2013,"Not Available
",Ghost Train,en,"Once a year, estranged brothers Michael and Peter make a reluctant pilgrimage to the old fairground yard where their friend Sam went missing when they were boys. Both men's' lives are colored by what happened the day their friend was sucked inside the Ghost Train, never to return. This year, Michael has something to tell Peter that will cast fresh light on the incident, something that will change their lives even more than that fateful day 30 years ago...",0.97,13-07-2013,17
ghost-trap,"Not Available
",Ghost Trap,en,"When a school project goes terribly wrong in this family friendly mystery, Cynthia Carter finds herself doing community service at mean, old Mrs. Gotham's house, rumored to be haunted. But it takes more than gossip to scare this scientist-in-training. Soon, however, Cynthia realizes that doing chores for the grumpy woman may not be her biggest problem after all. Strange happenings defy logic... and things are quickly getting worse. Enlisting the help of her two best friends and their quirky teacher, she is determined to get to the bottom of the eerie events from a purely scientific viewpoint. But while they may have it down to a science, the resident ghosts seem to have other plans.",0.6,08-03-2013,81
ghost-witch,"Not Available
",Ghost Witch,en,A group of rag-tag paranormal investigators get more than they bargain for when they research an old local urban legend for a disturbed local girl.,3.661,13-03-2015,97
ghost-writer,"Not Available
",Ghost Writer,en,"John Vandermark (Cumming) has taken in a struggling writer, Sebastian St. Germain (Boreanaz), who overstays his welcome. When John discovers that Sebastian has simply been using him, he turns the tables on his young tenant in an effort to make him work off his rent debt. When Sebastian dies accidentally in the process, John tries to make it up to him by helping him get his book published posthumously. When the book is published, John can't help but take credit for the work of genius... and Sebastian comes back to haunt him.",3.427,09-03-2007,91
ghostboat,"Not Available
",Ghostboat,en,"Jack Hardy is the sole survivor of a mysterious submarine disaster in World War II. Now, in 1981, the ill-fated submarine Scorpion has resurfaced, miraculously intact. Naval Intelligence need Hardy's expertise to retrace the course and mission that led to her original disappearance. But what's waiting for them under the grey waters of the Baltic Sea turns out to be much worse than the Russian submarines they're expecting. Wherever Scorpion has been all this time, it's brought some very bad luck back with it...",2.239,09-04-2006,133
ghostbrat,"Not Available
",GHoSTbRAT,en,There's a plot?,0.6,20-11-2019,81
ghostbusters-2016,"Not Available
",Ghostbusters,en,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",79.548,14-07-2016,117
ghosted-2011,"Not Available
",Ghosted,en,"‘GHOSTED’ tells a story of survival inside a British Prison. Jack a model prisoner, has kept his head down and done his time. After his wife confirms that she is leaving him, on the anniversary of their son’s death, the only thing that keeps him from going under is the new prisoner, Paul. Jack’s cell mate Ahmed, attempts to guide him on a path of salvation, a path that involves saving Paul from the clutches of the wing beast, Clay.",2.041,27-06-2011,102
ghostface,"Not Available
",Ghostface,en,"'GHOSTFACE' is a ""Scream"" Fan Film written and directed by Brandon Tobatto and starring Shanna Ammons, William Butler, and Stephen Hughey.  Tobatto himself provides the film's rendition of Ghostface's 'voice'.",0.636,31-08-2018,20
ghostfinders,"Not Available
",Ghostfinders,en,"A group of television personalities, renowned for their popular show in which they hunt ghosts and other paranormal phenomenon, encounter a real-life haunting which proves to be more dangerous than anything they've portrayed on their show.",0.6,05-05-2015,90
ghosthunters,"Not Available
",Ghosthunters,en,"When one of their own loses his wife and daughter at the hands of a serial killer, a team of ghost hunters is determined to capture the spirits of the loved ones so their spirits can finally rest in peace. But as the team goes deeper into the house, the ghosts become more hostile, and the group discovers the true secrets of the house and its murderer.",5.889,05-07-2016,90
ghosting-the-spirit-of-christmas,"Not Available
",Ghosting: The Spirit of Christmas,en,"The quirky and heart-warming story of Jess, who goes on the greatest first date of her life, but inadvertently ‘ghosts’ Ben when she tragically dies in a car accident on the way home. Stuck on Earth, with no idea how to ascend, Jess will need the help of her best friend Kara, the only person who can still see and hear her.",2.35,04-12-2019,87
ghostland,"Not Available
",Ghostland,en,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",21.465,14-03-2018,91
ghostlight,"Not Available
",Ghostlight,en,"Andrew wins a radio contest to spend one night alone in a haunted theater on the 80th anniversary of the bloody murder/suicide that occurred within its walls. His prize: $50,000. His task: To spend 12 hours alone inside. The catch: The theater has been reportedly haunted ever since the tragedy 80 years ago, and has been plagued by a series of mysterious deaths in the years since. As Andrew is locked inside the theater for the night, the ghosts and secrets of its past begin to reveal themselves to him. Will he make it through the night to collect his prize? And will he get out before the murderous ghosts take hold of him forever?",0.6,24-10-2013,90
ghostroads-a-japanese-rock-n-roll-ghost-story,"Not Available
",Ghostroads: A Japanese Rock N Roll Ghost Story,en,A struggling musician finds a haunted amp with a ghost who promises fame.,0.6,31-08-2018,77
ghosts,"Not Available
",Ghosts,en,"When a young girl, Ai Qin, pays $25,000 to be smuggled into the UK in order to support her family back in China, she becomes another one of 3 million migrant workers that have become the bedrock of our economy. Forced to live with eleven other Chinese people in a two bedroom house, they work in factories preparing food for British supermarkets. Risking their lives for pennies these unprotected workers end up cockling in Morcombe Bay at night.",1.725,25-10-2006,96
ghosts-1915,"Not Available
",Ghosts,en,Based on Henrik Ibsen's play.,0.6,31-05-2015,56
ghosts-2014,"Not Available
",Ghosts,en,"Lesley Manville gives a career best performance in Richard Eyre's award-winning revival of Ibsen's poignant tragedy. Helene Alving (Lesley Manville) leads an outwardly contented life. It is the eve of the 10th anniversary of her husband's death, and she is about to open an orphanage as a memorial to him. To mark this occasion, her bohemian painter son Oswald (Jack Lowden) has returned from Paris. Helene plans to take the opportunity to reveal the truth to Oswald about his father. But the ghosts of the past erupt during an eventful evening, bringing the facade of civilised family life crashing down. Richard Eyre's production of Henrik Ibsen's coruscating masterpiece exploring the malign consequences of buried secrets and lies was universally acclaimed by the critics. It was also nominated for five Olivier Awards. This HD recording was captured at Trafalgar Studios during the play's strictly limited West End season.",2.444,26-06-2014,95
ghosts-of-darkness,Horror,Ghosts of Darkness,en,"Two paranormal investigators are unexpectedly thrown together in the hope of solving a 100 year mystery. Locked for three nights in a house with a dark and unsettling past, the two investigators must put their differences to one side and work together. They soon discover the myths and stories are nothing compared to what actually resides within the eerie walls of Richwood Manor. Scepticism and showmanship are soon put to one side when the two investigators realise there is more at stake than just their professional reputation. For once they have stumbled onto the real thing, but this time it's their own lives at stake.",3.151,01-03-2017,83
ghosts-of-girlfriends-past,"Not Available
",Ghosts of Girlfriends Past,en,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",38.439,01-05-2009,115
ghosts-of-ole-miss,Documentary,Ghosts of Ole Miss,en,"In the fall of 1962, a dramatic series of events made Civil Rights history and changed a way of life. On the eve of James Meredith becoming the first African-American to attend class at the University of Mississippi, the campus erupted into a night of rioting between those opposed to the integration of the school and those trying to enforce it. Before the rioting ended, the National Guard and Federal troops were called in to put an end to the violence and enforce Meredith's rights as an American citizen.",1.462,30-10-2012,51
ghosts-of-rwanda-2004,"Not Available
",Ghosts of Rwanda,en,"Ghosts of Rwanda marks the 10th anniversary of the Rwandan genocide with a documentary chronicling one of the worst atrocities of the 20th century. In addition to interviews with key government officials and diplomats, this documentary offers eyewitness accounts of the genocide from those who experienced it firsthand. FRONTLINE illustrates the failures that enabled the slaughter of 800,000 people to occur unchallenged by the global community.",1.628,01-04-2004,120
ghosts-of-sugar-land,"Not Available
",Ghosts of Sugar Land,en,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",1.558,26-01-2019,21
ghosts-of-the-night,"Not Available
",Ghosts of the Night,ja,Murder and mayhem surround a mysterious taxi cab in this supernatural horror tale.,0.6,05-09-2014,50
ghosts-of-yesterday,"Not Available
",Ghosts of Yesterday,en,"A shadow in the woods, a sunny summer afternoon. Antoine and Philippe part without saying goodbye. That same day, a blond girl writes their names on a window of her house. Her mission is to heal other people’s wounds, help lost lovers to forget or disappear.",0.6,04-09-2017,20
ghosts-with-shit-jobs,"Not Available
",Ghosts with Shit Jobs,en,"In 2040, a generation of Torontonians have grown up after the economic collapse of the west. The movie consists of episodes of a documentary series popular in mainland China about the bad jobs some white people have -- the plucky and resilient souls unlucky enough to be born into the slums of North America are both amusing and moving to the Chinese audience. Oscar is a digital janitor, and has to manually cover up logos for copyright reasons in the future's answer to Google StreetView maps. Gary and Karen assemble robot baby dolls for the children of the wealthy in Asia. Anton and Toph are spider silk collectors. Serina is human spam and makes a living by mentioning brands and products in casual conversation.",1.578,07-05-2012,94
ghostumentary,"Not Available
",Ghostumentary,en,"Why is it we never actually see a ghost in the dozens of documentaries out there, yet people claim they see them daily. A non believer, and his film friends seek out to find the truth.",2.304,03-10-2015,108
ghostwatcher-2,"Not Available
",GhostWatcher 2,en,"When a young girl begins hearing voices, she hires the ""GhostWatcher,"" Laura Kove, to investigate who the voices belong to and what they want.",0.6,25-10-2005,90
ghoul-2015,Thriller Horror,Ghoul,en,"GHOUL is a supernatural horror film involving the real life story of the Soviet Union's most violent serial killer, Andrei Chikatilo. Three Americans travel to the Ukraine to film a documentary about the cannibalism epidemic that swept through the country during the famine of 1932. After being lured deep into the Ukraine forest for an interview with one of the last known survivors, they quickly find themselves trapped in a supernatural hunting ground.",3.529,26-02-2015,86
ghoul-catchers,"Not Available
",Ghoul Catchers,en,Four friends started hunting ghouls at the age of 12 for fun. 15 years later they continue their pursuit to prove ghouls/ghosts exist...this time it's personal.,0.684,01-06-2020,73
ghoul-scout-zombie-massacre,"Not Available
",Ghoul Scout Zombie Massacre,en,Four girls find themselves in a reform school run by an evil woman that joins forces with her brother who creates a serum to turn attractive rocker guys into lobotomized sex slaves for his underground porn business.,0.6,18-08-2018,100
ghoulish-tales,"Not Available
",Ghoulish Tales,en,On a cold December night Logan's babysitter tells him three tales of unspeakable horror. But the most terrifying tale of all is lurking right outside their door.,0.6,01-07-2014,87
gi-jews-jewish-americans-in-world-war-ii,"Not Available
",GI Jews: Jewish Americans in World War II,en,"GI Jews: Jewish Americans in World War II tells the story of the 550,000 Jewish American men and women who fought in World War II. In their own words, veterans both famous and unknown (from Hollywood director Mel Brooks to former Secretary of State Henry Kissinger) bring their war experiences to life: how they fought for for their nation and their people, struggled with anti-Semitism within their ranks, and emerged transformed, more powerfully American and more deeply Jewish.",2.356,09-04-2018,90
giant-monster-alien-midget,"Not Available
",Giant Monster Alien Midget,en,"An egomaniacal student film maker attempts to make the greatest monster movie ever, but his leading actress won't get naked.",0.6,31-12-2012,15
giantess-attack,"Not Available
",Giantess Attack,en,Two unemployable actresses become real superheroes thanks to twin space fairies.,3.582,01-05-2017,62
gibby,"Not Available
",Gibby,en,"A young teenage girl, Katie, can not snap out of her depression after losing her mother. Katie has lost interest in school, her friends, and gymnastics. All that changes in the summer when she is asked to monkeysit Gibby, her science teacher's Capuchin monkey. Taking care of the monkey changes her life in a big way. Gibby's happy-go-lucky personality renews Katie's zest for life. Gibby helps her with gymnastics, renewing friendships (including finding a potential boyfriend) and overcoming her nemesis, a mean girl who is out to beat Katie at everything.",5.16,02-08-2016,87
gibsonburg,"Not Available
",Gibsonburg,en,"Underdog baseball team wins 6 games and loses 17 games in the regular season. In a magical way, the team wins 8 games in a row to become the first high school baseball team, in any state, to win a state championship with a losing record.",0.84,07-06-2013,101
gideons-army,"Not Available
",Gideon's Army,en,"Follows three young, committed Public Defenders who are dedicated to working for the people society would rather forget. Long hours, low pay and staggering caseloads are so common that even the most committed often give up.",2.558,21-01-2013,96
gift-of-the-hoopoe,"Not Available
",Gift of the Hoopoe,en,"Propelled through a magical fantasy world of imagination, two children learn how little changes in their lives can lead to great things in their future. A collection of fables teaches the children lessons in education, tolerance and conservation.",0.6,04-10-2009,23
gifted-and-challenged-the-making-of-shortbus,"Not Available
",Gifted and Challenged: The Making of 'Shortbus',en,"A look at the unusual process used in the making of the film Shortbus (2006) featuring interviews, behind the scenes footage and clips from the feature film. Director John Cameron Mitchell starts with the concept of using real sex in a film with a positive message. The cast of unknowns is selected from homemade audition tapes and then a callback audition workshop. More acting workshops are used to develop the characters and script. The project overcomes a number of obstacles and the rest of the film's development is followed up until its premiere at the Cannes Film Festival.",3.216,13-03-2007,31
gifts-of-the-heart,"Not Available
",Gifts of the Heart,en,"This sensitive portrayal of a young woman’s emotional journey is both thought provoking and moving. It is an emotional tour de force as Lucy experiences love, loss, happiness, anger, and passion over three turbulent years.",0.6,21-08-2019,22
gigantic,"Not Available
",Gigantic,en,"Young mattress salesman Brian decides to adopt a baby from China but is distracted when he forms a relationship with quirky, wealthy Harriet whom he meets at his mattress store. As their relationship flourishes, unbeknownst to them, a hitman is trying to kill Brian.",8.036,09-09-2008,99
gigantour,"Not Available
",Gigantour,en,"Megadeth leads the charge in this relentless heavy metal onslaught! The fast and furious Gigantour is the ultimate hard-rocking force. Captured here, the top bands from the 2005 tour show why this was the best metal bill of the year.",0.842,05-09-2006,85
