movie_id,genres,movie_title,original_language,overview,popularity,release_date,runtime
circle-in-the-sand,"Not Available
",Circle in the Sand,en,"In the near future, amidst the aftermath of civil war, a band of female prisoners ambles across an otherwordly coastal exile, supervised and sorted by a group of idle soldiers. Rummaging, stuttering, and smashing through the leftovers of American culture, these ragged souls conjure an unstable magic, fueled by their own apathy and the poisonous histories imbedded in their unearthed junk. Suspicion, boredom, garbage, and glamor conspire in the languid pageantry of ruin. Feel the breeze in your hair, and the world crumbling through your fingers.",0.6,10-10-2012,47
circle-jerks-my-career-as-a-jerk,"Not Available
",Circle Jerks: My Career as a Jerk,en,"From the beginning, LA punk band the Circle Jerks were rooted in controversy. Formed by ex members of Black Flag and Red Cross (now Redd Kross) in late 1979, the band came to encapsulate the image, sound and energy of California Hardcore Punk. Filmmaker David Markey (1991: The Year Punk Broke, The Slog Movie) mixes in-depth interviews, rare live footage and historical perspective to illustrate the story of one of the most influential bands in the American underground. My Career as a Jerk follows the band from their early days and classic debut to navigating the independent label and touring scene of the 80s to the addictions, fights and injuries that forced their break up. Of course the story doesn't quite end there.",1.804,03-09-2012,96
circle-jerks-the-show-must-go-off-circle-jerks-live-at-the-house-of-blues,"Not Available
",Circle Jerks: The Show Must Go Off! Circle Jerks Live at the House of Blues,en,"Shot on multiple Panasonic DVX 100 cameras with 24 track digital audio with 5.1 Suround Sound, this episode of ""The Show Must Go Off"" shows why the Circle Jerks are still as pertinent to the punk scene more than 20 years after the release of their top albums. Over 25 songs are included, commentary, more. .",0.6,25-01-2005,90
circle-of-lies,"Not Available
",Circle of Lies,en,"Once the most popular girl at Short Beach High, Denise Dixon finds her life turned upside-down after one night of terror. Rumours and violent backstabbing run rife. Life in Short Beach will never be the same.",2.089,30-11-2012,81
circle-of-pain,Action,Circle of Pain,en,"Following an in-ring accident, Dalton Hunt retired from the world of mixed martial arts at the top of his game. Unable to outrun his guilt, he lost his family, his title, and his way. But when a crooked promoter lures him back into a fight against the current undefeated champ, Patrick ""The Brick"" Wahle, Dalton must enlist the aid of an enigmatic trainer to turn him back into a warrior so he can stand tall and do battle once again.",2.449,15-08-2010,90
circle-the-wagen,"Not Available
",Circle the Wagen,en,"Circle The Wagen is a feature-length buddy/road-trip/docu-dramedy that follows Dave, an idealistic adventurer and automotive ne'er-do-well, and his convivial co-pilot Charlie on their journey down Route 66 in a baby blue 1972 VW bus. Through mishaps and murals, gasoline baths and breakdowns the two discover a teeming underground of vintage VW diehards willing to help save ""The Croc"" from the scrap heap and rally her beleaguered owner on to California.",0.6,09-06-2013,88
circle-up,"Not Available
",Circle Up,en,"After the brutal slaying of her teenage son, Janet Connors reaches out to her son’s killer to offer a chance for forgiveness. They team up with a group of mothers of murdered children to help young people in their community break the chain of violence and revenge.",0.601,08-08-2017,67
circles-of-desire-alan-williams-on-max-ophuls-la-ronde,"Not Available
","Circles of Desire: Alan Williams on Max Ophuls' ""La Ronde""",en,Ophuls scholar Alan Williams discusses the French director's 1950 film,0.6,01-01-2008,36
circo,"Not Available
",Circo,en,"Tino Ponce operates Circo Mexico, which journeys across the Mexican countryside in search of paying customers. Wanting to please his father and continue the family business, Ponce has recruited his young children as performers while laboring night and day to maintain the circus's faltering financial fortunes. But a growing resentment brewing within his wife about their hardscrabble existence suggests troubles on the horizon. While documenting the brutal regimen of circus life, Circo also peels back the curtain on the Ponce family's inner dynamics, revealing generational divides and money worries that threaten to tear apart a marriage. Buttressed by indie-rock band Calexico's evocative score, Schock's film observes this family drama with a sympathetic but clear-eyed view of a vanishing way of life. And because Circo refuses to be sentimental in its handling of the material, the story's twists become all the more poignant",2.556,01-04-2011,75
circulation,"Not Available
",Circulation,en,"The film is about reincarnation and takes place in a purgatory where the dead still have human form and the world around them looks the same as the living world. However, the people living in this purgatory start to develop animal instincts. Gene, a retiree vacationing in Baja, is learning the instincts of a spider through his dreams and stumbles upon a woman who is destined to be reborn as a caterpillar/moth. The film explores a world where human and animal intertwine as one.",2.495,07-11-2008,88
circumstantial-pleasures,"Not Available
",Circumstantial Pleasures,en,"A striking elaboration on a signature style, with “story” all but evacuated, Circumstantial Pleasure’s six episodes proceed less like an album of potent recollections and more like a stream of agitated consciousness.",2.408,20-02-2020,65
circus-day,"Not Available
",Circus Day,en,A young boy loves the circus and attempts to make his own.,0.6,11-05-2020,15
circus-of-the-dead,"Not Available
",Circus of the Dead,en,"A sadistic group of clowns kidnap an unsuspecting man and his daughters, forcing him to play a deadly game in order to save his family.",1.4,02-05-2014,105
cirque-2020,"Not Available
",Cirque,en,"After a pleasant evening at the cafe, two brothers drive home excited. They tease each other and talk about things. There is not a cloud in the sky. But one beer too much, a deep tragic accident and a protective lie weave a fateful web in which one of them becomes irreversibly entangled",0.6,21-11-2020,16
cirque-du-soleil-iris,"Not Available
",Cirque du Soleil: IRIS,en,"This production from Cirque du Soleil is a lyrical, fanciful, kinetic foray into the seventh art. Bringing together dance, acrobatics, live video, filmed sequences and animation, the show takes spectators on a fantastic voyage through the history of cinema and its genres, taking them into the heart of the movie-making process. From illustration to animation, black and white to colour, silent films to talkies, fixed shots to swooping camera movements, spectators witness the poetic construction/deconstruction of this art as an object and as a way of transcending reality.",0.6,25-09-2011,90
cirque-du-soleil-la-nouba,"Not Available
",Cirque Du Soleil: La Nouba,en,"In the magical world of La Nouba, dreams become reality and talent turns the ordinary into the extraordinary. La Nouba is, literally, a waking dream come true – clowns, ballerinas, trapeze artists, an incredible BMX bicycle act – and much more.",2.212,02-11-2004,90
citadel,Drama Horror Thriller,Citadel,en,"Citadel tells the story of widower and single father Tommy Cowley, a man inflicted with chronic agoraphobia since the day his wife was attacked. He was unable to protect her. He lives in Edenstown, the council estate from hell. Here he finds himself terrorized by a gang of syringe wielding feral children, who are intent on taking his baby daughter. With the help of a kind Nurse and a renegade Priest, Tommy learns the nightmarish truth surrounding these hooded children. He also learns that to be free of his fears, he must finally face the demons of his past and enter the one place he fears the most - The abandoned Tower block known as the Citadel",5.29,11-03-2012,85
citizen-bio,"Not Available
",Citizen Bio,en,"The stories of four of America’s most notorious biohackers and their relationships with Aaron Traywick, a self-proclaimed biohacker whose life took a tragic turn when he was mysteriously found dead at a meditation spa at the age of 28.",2.018,30-10-2020,95
citizen-jane-2014,"Not Available
",Citizen Jane,en,"Canadian Forces Base, 1987 Private Jane Cross is quickly noticed during her training by Master Corporal Maryann Kirk, and for more than her skills on the battlefield. Meanwhile the military police wage a secret war on homosexuals, spying on soldiers suspected of engaging in 'immoral conduct.' If Jane and Maryann are careful, will anyone discover them?",0.6,16-10-2014,16
citizen-jane-battle-for-the-city,"Not Available
",Citizen Jane: Battle for the City,en,Writer and urban activist Jane Jacobs fights to save historic New York City during the ruthless redevelopment era of urban planner Robert Moses in the 1960s.,3.579,21-04-2017,92
citizen-khodorkovsky,"Not Available
",Citizen Khodorkovsky,en,"Mikhail Khodorkovsky is back to challenge Putin’s grip on power. Once Russia’s richest man and head of energy giant Yukos, he spent a decade in jail after challenging the Kremlin. His takedown sent a strong signal to Russia’s powerful tycoons not to meddle in politics. For the first time after his release, he talks about his time behind bars and his vision for a new Russia. He relaunched the Open Russia Movement to strengthen democracy in Russia - a move towards presidency?",0.6,11-11-2015,88
citizen-kramer,"Not Available
",Citizen Kramer,es,"Stefan Kramer taking advantage of the presidential elections in Chile decides to make a show for the occasion. Unfortunately, the public believe that it is a real candidacy and will have to become a real candidate.",0.721,04-12-2013,110
citizen-lane,"Not Available
",Citizen Lane,en,"Citizen Lane is an innovative mix of documentary and drama that delivers a vivid and compelling portrait of Hugh Lane, one of the most fascinating and yet enigmatic figures in modern Irish history.  A man of multiple contradictions, by turns infuriatingly parsimonious or extraordinarily generous, a professed nationalist and a knight of the realm; a monumental snob and a fearless campaigner for access to the arts.",2.015,18-05-2018,80
citizen-penn,"Not Available
",Citizen Penn,en,"After a devastating 7.0 earthquake struck Haiti in 2010 aid workers from around the world went to help, including actor and filmmaker Sean Penn.",0.927,24-09-2020,93
citizen-verdict,"Not Available
",Citizen Verdict,en,"A sensationalist TV producer has a novel new idea to shake up American reality TV: Citizen Verdict, a live show where accused criminals are tried and potentially convicted by the viewing public.",2.907,18-06-2003,97
citizenfour,"Not Available
",Citizenfour,en,"In June 2013, Laura Poitras and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with Edward Snowden. She brought her camera with her.",11.448,24-10-2014,114
city-40,"Not Available
",City 40,en,"Hidden in the heart of Russia, there is a Soviet-era city where thousands of people live and work behind barbed-wire fences monitored by armed guards. It is Ozyorsk (Ozersk), located in the Chelyabinsk Oblast, one of the most polluted places on the planet and home to the largest stockpiles of nuclear material. Its code name: City 40.",2.7,28-04-2016,72
city-baby,"Not Available
",City Baby,en,"Sexy. Style-conscious. Extreme love affairs. Complicated friendships. Life happens all too quickly when Cloey is reluctantly plucked from her comfort zone and complete reliance on others is overturned – a secure relationship with her boyfriend unravels, her childhood best friend is moving away and daddy’s (Daniel Baldwin) checkbook closes. City Baby comments on the ladder-climbing mentality of always reaching for the next bigger, better thing – relationship, city, job – when sometimes what's right in front of us is just fine. Scattered with cameos from Portland musicians like Stephen Malkmus of Pavement, live musical performances by Glass Candy and Starfucker, and a thoughtful soundtrack featuring all Portland bands and musicians, City Baby depicts a playground for semi-adults, revolving through the lives of cool kids.",1.524,02-03-2013,88
city-dreamers,"Not Available
",City Dreamers,en,Urban architecture as seen through the eyes of four female veterans in the field.,0.886,10-11-2018,80
city-island,Drama Comedy,City Island,en,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con brought home by Vince, the patriarch of the family, who is a corrections officer in real life, and a hopeful actor in private.",7.956,06-03-2009,104
city-of-cars,"Not Available
",City of Cars,en,Bradford is a city of cars - as this documentary shows. But being a city of cars does come with its problems.,0.6,17-09-2017,28
city-of-children-2019,"Not Available
",City of Children,en,"What is daily life like for those who are growing up in the outskirts? How is the future being considered? With a sharp sense of observation, Arantxa Hernández Barthe  sketches the portrait of a deprived district in the north of England through its teenagers–who spend their time roaming the streets. An incisive contemporary fresco, full of hope.",0.6,08-04-2019,16
city-of-dead-men,"Not Available
",City of Dead Men,en,An American traveling in South America ends up living with a group of misfits at an abandoned hospital with a troubling past.,2.636,15-11-2014,87
city-of-dreamers,"Not Available
",City of Dreamers,en,"Moving to Brighton in an attempt to fulfill her dreams of becoming a musician, Rose befriends an amiable homeless man and a charming young bartender.",1.476,14-04-2012,120
city-of-dreams-a-musical,"Not Available
",City of Dreams: A Musical,en,"City Of Dreams A Musical is a dizzying and unique musical extravaganza. Set in a school in Dharavi, Mumbai, the biggest slum in Asia, it combines observational footage of the children’s daily lives, with songs reflecting their hopes and dreams. This is the very first Bollywood style documentary musical. But this is not a depressing examination of extreme poverty, it’s an uplifting celebration of human spirit and endeavour.",0.6,12-06-2016,77
city-of-ember,"Not Available
",City of Ember,en,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",12.038,07-10-2008,90
city-of-fathers,"Not Available
",City Of Fathers,ko,"Kang-soo is a third-rate street thug in Busan; he's an alcoholic and gambling addict who's always on the run from loan sharks. But when his rebellious teenage son Jong-chul is diagnosed with kidney cancer, he tries to be a real parent for the first time and seeks out Jong-chul's biological father, Tae-suk, a pimp. Tae-suk, however, refuses to help.",0.914,15-10-2009,101
city-of-gold-2015,"Not Available
",City of Gold,en,"As the unabashed cradle of Hollywood superficiality and smoggy urban sprawl, Los Angeles has long been condemned as a cultural wasteland. In the richly penetrating documentary odyssey City of Gold, Pulitzer Prize-winning food critic Jonathan Gold shows us another Los Angeles, where ethnic cooking is a kaleidoscopic portal to the mysteries of an unwieldy city and the soul of America.",1.98,11-03-2016,96
city-of-imagination-kowloon-walled-city-20-years-later,"Not Available
",City of Imagination: Kowloon Walled City 20 Years Later,en,"The Kowloon Walled City in Hong Kong was once the densest place on earth, a virtually lawless labyrinth of crime, grime, commerce and hope. A Wall Street Journal documentary tracks its colorful legacy and brings the place alive 20 years later.",0.6,02-04-2014,17
city-of-joel,"Not Available
",City Of Joel,en,"""City of Joel"" is documentary - with unprecedented access - to a 1.1 square mile shtetl in the suburbs that is home to 22,000 members of an one of the most insular and orthodox Hasidic sects. We follow the battles they are waging to survive. Just 50 miles north of New York City, the Satmar sect has built Kiryas Joel as a religious haven where they can be fruitful, multiply and follow the 613 rules of the Talmud. But with some of the highest rates of marriage, birth and religious observance in the country, they have been almost too successful. Developers have come up with a plan to double the size of the village to keep up with this growth, but their neighbors fight back because they believe it will harm the environment and tilt the balance of political power.",2.296,05-10-2018,90
city-of-joy-2016,Documentary,City of Joy,en,"The Democratic Republic of Congo has endured 20 years of devastating violence. Rape has been used as a weapon of war to destroy community and access precious minerals. Congo is often referred to as “the worst place in the world to be a woman.” ""City of Joy"" tells a different story of the region. The film focuses on Jane, a student at a center where women who have suffered unimaginable abuse join together to become leaders. We also meet the founders of the center: a devout Congolese Doctor, a Congolese activist, and a radical N.Y. playwright. The film weaves between joy and pain as these individuals band together to demand hope in a place so often deemed hopeless.",2.902,11-11-2016,74
