movie_id,genres,movie_title,original_language,overview,popularity,release_date,runtime
10-ave-maria,"Not Available
",10 Ave Maria,es,"No man is an island, it is said. In this beautifully observed film, we follow Mark, a lonely young man in search of happiness. Through his daily encounters he struggles with his desires and his fears, until at last he is forced to come face to face with himself.",0.6,01-06-2011,14
10-buildings-that-changed-america,"Not Available
",10 Buildings That Changed America,en,"10 Buildings that Changed America presents 10 trend-setting works of architecture that have shaped and inspired our American landscape. These aren’t just historic structures by famous architects. These buildings have dramatically influenced our built environment in many ways – and in one case, for over two centuries.",0.6,12-05-2013,57
10-days-in-a-madhouse,"Not Available
",10 Days in a Madhouse,en,"Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.",4.444,20-11-2015,111
10-days-without-mom,"Not Available
",10 Days Without Mom,es,"Vera, the Mom, is stressed out of her mind and she decides to take a vacation away from her family, so Victor, the dad, has to take time off work to take care of the family.",6.331,06-07-2017,99
10-items-or-less,"Not Available
",10 Items or Less,en,"An actor who is considering the role of a supermarket manager arrives at a grocery store on the outskirts of Los Angeles to do some field research. He subsequently becomes stranded, without a car or cell phone, and accepts a ride home with Scarlet, a cashier who is about to interview for a new job. The actor rediscovers the essence of his craft while helping Scarlet gain the confidence she needs to change her life.",9.499,11-09-2006,81
10-minutes-gone,Crime Action Thriller Mystery,10 Minutes Gone,en,"Crime boss Rex hires Frank and his crew to steal a priceless jewel stash — but the job goes wrong when someone tips off the cops. After Frank suffers a blow to the head, he wakes up to find the jewels gone and no memory of his attacker. Now, Frank must confront his team members one by one to find the traitor — before Rex covers his tracks by having Frank murdered.",13.782,30-09-2019,89
10-mph,"Not Available
",10 MPH,en,"Two guys quit stodgy corporate jobs, scrounged up all the savings they could, collected credit cards, and stepped - or better yet - scooted forward to follow their biggest dream: to become filmmakers. Josh Caldwell rode a Segway from Seattle to Boston, while his buddy Hunter Weeks directed a film they both shot about the experience and about the moments leading up to this crazy twist on the Americ",0.6,01-01-2007,92
10-rules-for-sleeping-around,"Not Available
",10 Rules for Sleeping Around,en,"By following ten simple rules,  20-somethings Vince and Cameron spice up their relationship by sleeping around. But when their straitlaced friends get engaged, their relationship gets turned upside down. To put the rules to the test, they will go on the road to the Hamptons to crash the biggest party of the year where love triangles collide and off-the-wall mayhem ensues.",4.791,23-08-2013,94
10-things-we-should-do-before-we-break-up,"Not Available
",10 Things We Should Do Before We Break Up,en,"After Abigail, a single mom of two, becomes pregnant following a one-night stand with Ben, the unlikely pair try to make a go of it.",8.623,05-03-2020,75
10-year-retrospective-cast-and-crew-look-back,"Not Available
",10 Year Retrospective: Cast and Crew Look Back,en,"The cast and crew reflect back on the making of the film Léon - The Professional (1994).A series of interviews with people in different places, all of them involved in the film.",0.706,11-01-2005,25
10-years,"Not Available
",10 Years,en,A group of friends reunite ten years after their high-school graduation.,12.251,14-09-2012,100
10000-days,"Not Available
","10,000 Days",en,"10,000 Days ago, Comet 23 struck Earth with the magnitude of all the nuclear weapons in the world sending the planet into a deep freeze. Now, 27 years in the future, those who survived are locked in an epic battle of life or death.",17.954,23-11-2014,91
10000-saints,"Not Available
","10,000 Saints",en,"A sweeping multigenerational story set against the backdrop of the raw, roaring New York City of the late 1980s; adoption, teen pregnancy, drugs, hardcore punk rock, the unbridled optimism and reckless stupidity of the young—and old—are all major elements in this heart-aching tale of the son of diehard hippies and his strange odyssey through the extremes of late 20th century youth culture.",7.676,14-08-2015,113
100-days-with-mr-arrogant,"Not Available
",100 Days with Mr. Arrogant,ko,"After being dumped by her boyfriend just before their 100 day anniversary, Ha-Young, meets a college guy named Hyung-Joon when she accidentally kicks a can that hits him in the face and causes him to scratch his Lexus. He demands she pay him $3000 on the spot. She escapes from him, leaving her wallet behind.Hyung-Joon stalks her, demanding money to pay for his car. Since she is a poor high school student Hyung-Joon writes up a ""Enslavement Agreement"" for Ha-Young in order to pay for the damage to his car. Ha-Young is thrown into a nightmarish slave life for 100 days, cleaning his house, running his errands, doing his homework and cleaning his car.By accident she finds out that the damage to Hyung-Joon's car only costs $10! She then takes her revenge. However, before she knows it Hyung-Joon shows up at her house as her new tutor! He once again takes advantage of her, but soon Ha-Young finds herself falling head over heels for Hyung-Joon.",5.137,16-01-2004,95
100-degrees-below-zero,"Not Available
",100 Degrees Below Zero,en,"After freak climate and weather events destroy the world around them, a group of rogue scientists attempt to reverse the deadly new ice age.",7.706,29-03-2013,88
100-million-bc,Science Fiction Action Adventure,100 Million BC,en,"A scientist from the failed Philadelphia Experiment leads a team of Navy SEALs back in time to the Cretaceous Period to rescue the first team he sent back during the 1940s. Things go wildly awry though, when on his return he accidentally brings a giant, man-eating dinosaur back through the portal and into modern-day, downtown Los Angeles.",9.373,29-07-2008,85
100-vaginas,"Not Available
",100 Vaginas,en,"A bold, feminist film about how the vagina has shaped our view of the world and the shame around female sexuality. Women from 19 to 77 years old talk about puberty, menstruation, birth, motherhood, infertility, menopause, pleasure, sex, pain, trauma, gender, sexuality, cancer, rape and FGM.",1.626,19-02-2019,47
100-year-anniversary-concert-birgit-nilsson,"Not Available
",100 Year Anniversary Concert - Birgit Nilsson,en,"Birgit Nilsson and the Royal Opera are a synonymous concept in the opera world. After the debut of 1946 and the breakthrough with Agathe in Friskytten and Lady Macbeth in Macbeth, Birgit soon came to put the international opera world at his feet. At the same time she regularly returned to her home theater. Her last role in the Royal Operaian scene, she made in 1981 as Brünnhilde in Valkyrian. Here she did no less than 35 roles, of which several for the first time.",0.6,11-08-2018,
100-american,Comedy,100% American,en,"A girl wants to go to a ball, admission one Liberty Bond, but rather than go herself, she loans the bond to a girlfriend. A soldier and a sailor find out and take her to the ball with them.",0.621,04-10-2018,14
100-love,"Not Available
",100% Love,te,"Balu and Mahalakshmi are both very competitive in college, which leads to ego clashes. When they meet again after a few years, they try to outdo each other until they realize that they are in love.",2.647,06-05-2011,140
100-wolf,"Not Available
",100% Wolf,en,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first 'warfing' goes awry, turning him into a ferocious poodle. The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever. With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he's 100% Wolf.",96.871,26-06-2020,96
100-julian-edelman,"Not Available
",100%: Julian Edelman,en,A look inside Julian Edelman's journey from major injury to Super Bowl MVP in 2019.,1.526,28-06-2019,85
1000-hands-of-the-guru,"Not Available
",1000 Hands of the Guru,en,"Four monks, a royal scholar, and their American guru are fighting to save Bhutan's sacred arts while learning the art of letting go.",0.6,08-11-2016,65
1001-apples,"Not Available
",1001 Apples,en,"In 1988 the Iraqi Ba'ath party murdered and buried 182,000 Kurds in 350 mass graves. Only 10 people managed to escape. Faraj climbed out from amongst the dead and was taken to the USA by 'Human Rights Watch'. Realizing that few people were aware of the genocidal 'Anfal' massacres, Faraj formed the 'Iraqi Mass Graves Survivors' group. He returned to Kurdistan where, with four other survivors, he bought 1001 red apples and cloves and distributed them to families who had lost members. These apples and cloves became symbols of reconciliation and peace.",0.6,01-08-2013,74
101-dalmatians-ii-patchs-london-adventure,"Not Available
",101 Dalmatians II: Patch's London Adventure,en,"Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign.",45.855,02-03-2003,74
104-wrinkles,Documentary,104 Wrinkles,en,"Hady follows his grandmother Henriette as she ages and crosses the centenarian milestone to reach 104 years. He witnesses the transformation of her memory, her emigration from Lebanon to Brazil and the stories of love, children and suspended time.",0.6,30-03-2017,83
1040-christianity-in-the-new-asia,"Not Available
",1040: Christianity in the New Asia,en,"Featuring Jaeson Ma, MC Jin, Van Ness Wu, MC Hammer. '1040' focuses on the rapid socioeconomic expansion in Asia and the significant shift of religious landscape in an area known as the '10/40 Window'- a region between 10 and 40 degrees north of the equator, which is now widely thought to be the frontier of world Christianity.",0.6,12-03-2010,78
10th-wolf,"Not Available
",10th & Wolf,en,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",6.048,19-02-2006,107
10umentary-behind-the-scenes-of-starkid-homecoming,"Not Available
",10umentary: Behind the Scenes of StarKid Homecoming,en,"Go behind the scenes of StarKid Homecoming: the biggest reunion of StarKids ever! Over the course of three wild days, almost everyone who's even been in a StarKid show came to Los Angeles to celebrate a decade of A Very Potter Musical and StarKid shows. This featurette (unlocked as part of the 10niversary Kickstarter) takes you backstage and into rehearsals as the whole show came together.",2.226,15-09-2020,64
11-blocks,"Not Available
",11 Blocks,en,"John 'Concrete' Hong has one night to fight his way across a violent city and rescue the one he loves. After eviction from their apartment, John and Bethany Hong are forced to live on the streets of Union, a violent city where street gangs control the lower blocks. When John journeys to the bottom of the city to find work, the WCC gang corners him. After fighting his way out, he becomes the target of the corrupt Police Chief and his hired assassin, Finger.",2.172,27-09-2015,78
11-minutes-ago,"Not Available
",11 Minutes Ago,en,"Traveling in 11-minute increments, a time-tumbler from 48-years in the future spends two years of his life weaving through a two-hour wedding reception.",1.029,26-04-2007,83
112-weddings,"Not Available
",112 Weddings,en,"After two decades of filming weddings Doug had long wondered what became of those couples.. Are they still together? Is married life what they thought it would be? How have they navigated the inevitable ups and downs of marriage over the long haul? Driven by deep curiosity to answer these questions, he begins to track down and interview his wedding couples, juxtaposing wedding day flashbacks with present-day reality as he explores themes of love and marital commitment and to ask them all the same question: After years of being married, what would be your advice be for a young couple soon to be married?",4.467,13-06-2014,115
116-cameras,Documentary,116 Cameras,en,Holocaust survivor Eva Schloss preserves her story interactively so that she will be able to tell it forvever.,0.6,06-04-2017,16
12-and-holding,"Not Available
",12 and Holding,en,"Three pre-adolescents with virginal and eager-of-signals naivety, hit headlong against monstrous and inhospitable loneliness, in the incandescent fire among the ashes of their own inocence.",4.031,31-03-2006,90
12-days-of-terror,"Not Available
",12 Days Of Terror,en,"July of 1916 was a time of record heat, a polio epidemic, and a World War in Europe. But beachgoers in New Jersey are threatened by a even greater terror: a shark that has suddenly developed a taste for human flesh. Starting July 1st and lasting over a period of 12 days, the unidentified shark kills four people and seriously injures a fifth before the attacks stop, and threatens New Jersey's thriving tourist industry. Based on true events, and one of the inspirations behind Peter Benchley's Jaws.",2.925,01-05-2004,86
12-rounds,"Not Available
",12 Rounds,en,"When New Orleans Police Detective Danny Fisher stops a brilliant thief from getting away with a multimillion-dollar heist, the thief's girlfriend is accidentally killed. After escaping from prison, the criminal mastermind enacts his revenge, taunting Danny with 12 rounds of near-impossible puzzles and tasks that he must somehow complete to save the life of the woman he loves.",85.183,19-03-2009,108
12-years-a-slave,"Not Available
",12 Years a Slave,en,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",13.723,18-10-2013,134
12-years-of-dfa-too-old-to-be-new-too-new-to-be-classic,"Not Available
","12 Years of DFA: Too Old To Be New, Too New To Be Classic",en,"In the latest film from Red Bull Music Academy, we turn our attention to DFA: the iconic NYC record label that got the indie kids to dance. Narrated by Marc Maron, it features music and appearances from James Murphy, LCD Soundsystem, The Rapture, Holy Ghost!, The Juan MacLean, Shit Robot, Sinkane, YACHT and many more!
 - Written by Anonymous",0.6,06-05-2013,14
12-12-12-the-concert-for-sandy-relief,"Not Available
",12-12-12 The Concert for Sandy Relief,en,"“12-12-12” was a fundraising concert to aid the victims of Hurricane Sandy, it took place on December 12, 2012 at Madison Square Garden. The concert featured Bon Jovi, Eric Clapton, Dave Grohl, Billy Joel, Alicia Keys, Chris Martin, The Rolling Stones, Bruce Springsteen & the E Street Band, Eddie Vedder, Roger Waters, Kanye West, The Who, Paul McCartney as well as other artists.",2.198,12-12-2012,96
12th-and-clairmount,"Not Available
",12th and Clairmount,en,"Home movie footage donated by metro Detroiters provides the spine of “12th and Clairmount,” which looks back at the Detroit riot of 1967 — and its causes and aftermath.  Those five days in July were among the most pivotal — and divisive — in the city’s history, with the turmoil leaving 43 dead. While the impending 50th anniversary of the summer of ’67 was the impetus for the film, the home movie footage in “12th and Clairmount” captures a wide spectrum of Detroit life, from proud streetscapes to dance parties to neighborhood sporting events.  Drawing from more than 400 reels of donated home movies from the era, other unearthed footage and newly recorded oral histories, the documentary is being produced by the Free Press in collaboration with Bridge Magazine and WXYZ-TV (Channel 7) and a group of metro Detroit cultural institutions, led by the Detroit Institute of Arts.",1.778,30-03-2017,75
13-assassins,"Not Available
",13 Assassins,ja,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,57.174,09-09-2010,141
13-cameras,"Not Available
",13 Cameras,en,"Newlyweds Claire and Ryan have just moved into a new house. Both are hoping Claire’s pregnancy will be the cement needed to hold their already fraying relationship together. Little do they know their marital issues are the least of their problems. For unbeknownst to them, their scruffy, sleazy and lascivious landlord has installed numerous miniature cameras all over their home and has been spying on them from Day One. Then Ryan begins an office affair, and the landlord kits out the secret basement with chains and soundproofing. Something is going to give in this suburban shocker packed with nasty surprises.",5.439,30-08-2015,87
13-dead-men,"Not Available
",13 Dead Men,en,"Set in a prison, a death row inmate has a secret and the warden will go to any lengths to get it. Things dont go as planned as you would expect. A good action film with alot of good fight scenes and an interesting twist at the end.What we have learned to expect from Art Camacho.",1.106,20-10-2003,69
13-demons,"Not Available
",13 Demons,en,"Gary, and his friends who are into gaming, renaissance fairs and various unsavory vices, stumble across a rare, medieval board game called ""13 Demons."" They discover the game has a dark history and was banned from most countries long ago for strange and mysterious reasons including unexplained deaths attributed to the game. The object is to free the Realm of Darkhaven from the 13 Demons of the Apocalypse. They chalk it up to urban legend and decide to play, what they don't know is that the 13 Demons presently walk the Earth disguised as humans. Slowly, the game consumes them, seducing them into believing they are ""The Golden Paladins,"" and are on a holy mission to save the world. But when the news reveals a number of local deaths caused by tree branches, baseball bats, hammers, etc. from assailants adorned in body armor, the thin line between reality and fantasy is shattered and the horrific realization that they are in way over their heads sets in.",1.4,04-07-2016,80
13-eerie,"Not Available
",13 Eerie,en,"Forensics students arriving an isolated, island ""body farm"" get to try out their CSI skills on a bunch of corpses under the watchful eye of their grumpy professor.  The island used to house a state penitentiary where the authorities were experimenting on death row inmates and now the bodies won't stay still.",6.795,29-03-2013,87
13-going-on-30,"Not Available
",13 Going on 30,en,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",32.114,13-04-2004,98
13-graves-2019,"Not Available
",13 Graves,en,"On the orders of their boss, two seasoned contract killers are marching their latest victim to the mob graveyard they have used for several years. When he escapes leaving them no choice but to hunt him through the surrounding forest, they are soon hopelessly lost. As night falls they uncover a dark and terrifying truth about the vast, sprawling woodland, and the hunters become the hunted as they find themselves stalked by an ancient supernatural force.",3.683,07-06-2019,83
13-hours-the-secret-soldiers-of-benghazi,"Not Available
",13 Hours: The Secret Soldiers of Benghazi,en,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,50.89,14-01-2016,144
13-sins,"Not Available
",13 Sins,en,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",15.208,18-04-2014,93
13-13-13,"Not Available
",13/13/13,en,It's the 13th month of the 13th year of the new millennium.,4.623,30-09-2013,90
1313-bermuda-triangle,"Not Available
",1313: Bermuda Triangle,en,"Treasure hunter Sean stumbles across a trove of priceless artifacts off the coast of a remote Caribbean island. To help him, he assembles a team of experts to authenticate his finds, only to discover one of the ""experts"" has a different agenda.",1.431,01-05-2012,74
1313-billy-the-kid,Western Thriller,1313: Billy the Kid,en,"Wounded, Billy the Kid staggers into the remote and mostly deserted Western town of Hell's Heart to recuperate -- but soon realizes that he's pinned down in a trap. The townspeople have been systematically stalked by a tribe of fearful supernatural entities, the Manitou, who now want Billy as their special trophy kill.",2.309,01-01-2012,80
1313-boy-crazies,"Not Available
",1313: Boy Crazies,en,Trent thinks his dream of becoming a top model is about to come true when his agent relocates him to a modelling house in LA. But his dream quickly turns into a nightmare when his male model housemates turn out to be a band of insatiable vampires led by the ruthless and powerful queen vampire Sheila.,2.344,01-10-2011,72
1313-hercules-unbound,"Not Available
",1313: Hercules Unbound!,en,"Sent to a Gladiator retreat, Hercules frustrates his fellow warriors with his arrogance, but when his rival, Capaneous, schemes to poison Hercules, he must learn humility and devise a plan to survive a wrestling match in his weakened state.",1.515,01-07-2012,72
1313-nightmare-mansion,"Not Available
",1313: Nightmare Mansion,en,"Six high school students, WILL, CHARLIE, BARTOK, TODD, STEVIE and LINDA, are handed invitations to a party by the school’s mysterious and enigmatic new student, SADDLER.  However, once they enter Saddler’s house, they are each somehow magically transported to a different room, where Saddler reveals their innermost guilty secrets and desires through the use of black magic and exploits them in an attempt to resurrect his mother, a three-hundred year old witch.",2.515,01-02-2011,86
13th-sign,"Not Available
",13th Sign,en,"Twelve individuals who think they are competing for a million dollars on a New Reality TV Show are drugged, beaten, trapped and chained in a chamber room far below the earth buried under the ashes of a slaughterhouse that burned to the ground in the 1930s. When the chamber doors open, the twelve contestants are soon faced with their worst fears when they realize that they have not just been kidnapped but that they are being used in the Devils Ritual held by his Fallen Angels, the Guardians Waylon Reavis and Jeff Hatrix who brutally torture and dismember their victims one by one, using their bodies to create an altar for the Devil to open the gates and unleash hell on earth by the date 12-21-2012.",2.544,20-10-2011,98
14-minutes-from-earth,"Not Available
",14 Minutes from Earth,en,"At the break of dawn on October 24, 2014, 57-year old Google Executive Alan Eustace slowly rises into the air dangling below a helium balloon. This ascent is the culmination of three years of planning under an utmost secret mission which started as a scribble on a paper napkin. Eustace realized that as a private citizen you cannot merely walk into a store and buy a spacesuit. He determined that he would have to call upon the brightest minds in the country to pioneer a new technological invention in order to make his dream come true.",1.197,20-04-2016,86
14-women,"Not Available
",14 Women,en,"Documentary that explores the lives of 14 female U.S. senators and the uniquely feminine challenges they face, including the sometimes difficult balance between their roles as public servants and wives and mothers.",0.6,14-07-2007,79
15-reasons-to-live,"Not Available
",15 Reasons to Live,en,"What gives your life meaning? Family, yoga, good food, those shoes that were on sale? Ray Robertson outlines his own list in his non-fiction book “Why Not: Fifteen Reasons To Live?” And that has inspired Alan Zweig’s documentary feature 15 REASONS TO LIVE which takes up that list as a call to adventure. The list is: Love, Solitude, Critical Mind, Art, Individuality, Home, Work, Humour, Friendship, Intoxication, Praise, Meaning, Body, Duty and Death.",0.6,04-10-2013,84
15-septembers-later,"Not Available
",15 Septembers Later,en,"Featuring interviews with key political figures including President George W Bush, Vice President Dick Cheney, Donald Rumsfeld, Rudolph Giuliani, Michael Bloomberg, and media heavy hitters Dan Rather, Tom Brokaw and Matthew Broderick, this documentary event examines 9/11 through the lens of the last 15 years. Brought to life by photos declassified in 2016, recently released documents from the 9/11 commission, and never before heard stories from photographers and first responders, a new perspective will arise to provide an unrivaled viewpoint of the historic attack.",2.864,05-09-2016,86
15-to-life-kenneths-story,"Not Available
",15 to Life: Kenneth's Story,en,"Does sentencing a teenager to life without parole serve our society well? The United States is the only country in the world that routinely condemns children to die in prison. This is the story of one of those children, now a young man, seeking a second chance in Florida. At age 15, Kenneth Young received four consecutive life sentences for a series of armed robberies. Imprisoned for more than a decade, he believed he would die behind bars. Now a U.S. Supreme Court decision could set him free. 15 to Life: Kenneth's Story follows Young's struggle for redemption, revealing a justice system with thousands of young people serving sentences intended for society's most dangerous criminals.",0.6,13-04-2014,83
16-bars,"Not Available
",16 Bars,en,"Todd “Speech” Thomas, a member of the iconic hip-hop group Arrested Development, spends 10 days working as part of a unique rehabilitation program in Richmond, VA, working to allow prisoners to write and record their own songs.",0.6,05-05-2018,94
16-blocks,"Not Available
",16 Blocks,en,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",15.907,01-03-2006,102
16-years-till-summer,"Not Available
",16 Years till Summer,en,"Uisdean wants forgiveness. After 16 years in prison, released to to the Highlands, he wrestles ambition with caring for his father. When the law catches up, a fraught love story intervenes, pitting euphoric reinvention against inevitability.",0.6,11-05-2015,87
17-again,"Not Available
",17 Again,en,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",78.039,11-03-2009,102
17-short-stories,"Not Available
",17 Short Stories,en,"In 2017, ournalist and filmmaker Marie Nyreröd created this series of topical short films using outtakes from footage she had recorded with director Ingmar Bergman for her 2006 feature documentary BERGMAN ISLAND.",0.6,31-12-2017,70
1778-stories-of-me-and-my-wife,"Not Available
",1778 Stories of Me and My Wife,ja,"Sci-fi writer Sakutaro (Tsuyoshi Kusanagi) and bank employee Setsuko (Yuko Takeuchi) met at as high school freshmen during their summer vacation. Since that time, the couple has always been together and eventually married.One day, Setsuko complains of a stomach ache and is hospitalized. Sakutaro then learns that his wife has colon cancer. Sakutaro takes the advice from his doctor that laughter helps the immune system and proceeds to write a short story for his wife every day. At first, Setsuko was expected to live for only 1 more year, but she lived for 5 more years and Sakutaro eventually wrote 1,778 short stories for his wife.",2.449,16-01-2011,139
18-fingers-of-death,"Not Available
",18 Fingers of Death!,en,"The ""buzz"" in Hollywood is that, ""18 FINGERS OF DEATH!"" will kick the butt out of the low budget martial arts movies genre and knocks us down to the ground laughing! This funny ""sockumentart"" of the world of Chop sockey, kung fooey, ninja poo poo, karate kidding croutching tiger stuff takes you on the journey of making martial arts movies at it's lowest.",1.252,11-04-2006,87
18-to-party,"Not Available
",18 to Party,en,"It’s 1984 and outside a small-town nightclub, a group of 8th graders gather, grappling with a spate of recent suicides, UFO sightings, their absentee parents, and each other.",1.054,04-10-2019,80
18-year-old-virgin,"Not Available
",18 Year Old Virgin,en,"In a series of sexual mishaps, a high school senior tries to lose her virginity on the last night before graduation.",17.635,20-01-2009,86
186-dollars-to-freedom,Action Drama,186 Dollars to Freedom,en,A young California surfer has to grow up in a hurry when he is thrown into a Peruvian political prison in 1980.,2.981,21-09-2012,101
1898-our-last-men-in-the-philippines,"Not Available
",1898: Our Last Men in the Philippines,es,"The Philippines, 1898. Fifty Spanish soldiers arrive in the small village of Baler to rebuild an outpost. Although the war against the Filipinos and their American allies is almost lost, as is the Spanish Empire, the garrison will endure a cruel siege for eleven months. They will be the last to surrender.",7.787,02-12-2016,130
19-doors,"Not Available
",19 Doors,en,"When a producer suggests that screenwriter Grace Mitchel pen a horror story set in an old hotel, the lond-abandoned Lyndora seems theperfect inspiration.  The turn-of-the-century hotel is known for its rough and seedy past - the doors to its rooms sealed 50 years ago following a series of gruesome murders - and local lore says it's haunted.  Despite the reservations of family and friends, an undaunted Grace takes up residence in the eerie inn to immerse herself in writing ... But now that the doors are open, the secrets of the past begin to emerge.  As disturbing, but seemingly explicable, events begin to escalate, Grace struggles to define reality from insanity and begins a descent into darkness from which some will never return.",0.6,22-08-2011,93
19-nineteen,"Not Available
",19-Nineteen,ko,"After graduating from high school Min-seo (Seung-Ri) fails to get into college. He spends the next year cramming for his entrance exam once again. Jeong-hun (T.O.P) is a university student fresh out of high school school. Late one evening, a high school girl dies. Earlier that evening, Min-seo filmed the girl in an internet cafe without her knowing. Min-seo, Jeong-hun, and another girl named Eun-yeong (Heo Lee-Jae) - who went to the same high school as the dead girl - all become murder suspects in the death of that girl. All three of these young suspects are 19 years old. They don't know each other, but quickly become fugitives from the law. To clear their names they work to uncover the truth behind the girl's death ...",1.494,12-11-2009,103
19-espiritu-santo-andalucia,"Not Available
","19, Espíritu Santo (Andalucía)",es,"""At the beginning, they were those words that you wrote to me in order to generate images. I would make them from far away, alone in Seville in Andalousia. Then, after a first silent version, first editing...The film would encounter its final from as an intimate essay split between your voice and poems that you read and my images."" - Philippe Cote",0.806,09-01-2010,19
