movie_id,genres,movie_title,original_language,overview,popularity,release_date,runtime
the-big-picture-the-films-of-charles-chauvel,"Not Available
",The Big Picture - The Films of Charles Chauvel,en,"The Big Picture details the careers Charles and Elsa Chauvel – known as Australia’s most enduring and successful filmmakers, having made nine feature films between 1926 and 1955.  The Chauvels were innovators and pioneers, constantly testing the boundaries of what was possible physically and financially.  Featuring in depth interviews with Susanne Chauvel Carlsson, Ric Carlsson as well as fascinating archival material, including rare footage of Charles and Elsa Chauvel, Chips Rafferty and Michael Pate. The Big Picture – the films of Charles Chauvel is based on the biography/memoir The Life and Cinema of Charles Chauvel by Susanne Chauvel Carlsson and is an important documentary depicting a vital piece of film making history.",0.6,30-03-2014,75
the-big-promise,"Not Available
",The Big Promise,es,A desperate photographer kidnaps his own newborn daughter after his deceased fiance's ex-husband manipulates the law to gain custody of the child.,1.867,05-10-2018,120
the-big-raincheck,"Not Available
",The Big Raincheck,en,"A collage consisting of fragments of a 1981 movie shot on three-quarter-inch videotape, mixed with the following (all shot in 2015): documentary interviews about the history of the old movie; a fictional story about a young director who begins a film, abandons it, then returns to it decades later; and a set of wild improvisations in which various interpretations of how the old, unfinished film was meant to be completed are portrayed.",0.6,01-10-2015,85
the-big-something,"Not Available
",The Big Something,en,"Marcus, the owner of a beloved record store, is found dead. Everyone thinks it's suicide but Lewis, one of his clerks who bums around and sleeps in the store. He sets out on a journey through the eccentric world in and around the neighborhood to find the killer.",0.6,17-11-2011,101
the-big-spoon,"Not Available
",The Big Spoon,en,An unromantic comedy about the perils of staying together when you should really be apart.,0.6,13-10-2016,80
the-big-swim-2016,"Not Available
",The Big Swim,en,"Rachel (Kimberly Leemans) finds out she might have terminal breast cancer and with the help of a handsome dive master, Luca (Falk Hentschel), decides to face her biggest fear... swimming with SHARKS!",0.6,13-08-2016,25
the-big-take,"Not Available
",The Big Take,en,A reclusive movie star hires a private detective after he's anonymously blackmailed. Things turn violent when an aspiring writer is fingered for the crime in a dangerous case of mistaken identity.,1.703,04-09-2018,83
the-big-ugly,"Not Available
",The Big Ugly,en,"Neeyln has always been the loyal enforcer for crime boss Harris back in London, taking care of problems and people that disrupt his illicit business. When Harris strikes a deal with an old friend -- American oilman Preston -- they find themselves in the wild hills of West Virginia. Contracts are signed and the whiskey flows in celebration, but overnight Neelyn's girlfriend disappears, last seen with Preston's wayward son Junior. Lines are drawn between family and friends, but nothing will stop Neelyn from getting answers -- and retribution.",7.289,24-07-2020,106
the-big-wedding,"Not Available
",The Big Wedding,en,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",8.092,25-04-2013,90
the-bigfoot-project,"Not Available
",The Bigfoot Project,en,A team of amateur filmmakers journeys into the backwoods of Georgia in search of the mysterious creature known as Bigfoot.,2.226,04-04-2017,90
the-biggest-chinese-restaurant-in-the-world,"Not Available
",The Biggest Chinese Restaurant in the World,en,"West Lake Restaurant in South China's Changsha can safely call itself the biggest Chinese restaurant in the world, with its staff of 1,000 working 5,000 tables and serving no fewer than 150 ducks per day and 200 snakes per week. The words of the restaurant's staff and guests are used in the film to paint a picture of modern China: the proprietress, one of the city's 20 self-made millionaires, speaks candidly about her failed marriage; a bridegroom-to-be who is celebrating at the restaurant explains the modern Chinese customs associated with the wedding party; and a waitress visits her poor parents in the countryside. Through these scenes, we gain insight into the unique combination of the ancient religious values and the new capitalist values with which China is stepping into the 21st century.",0.628,06-09-2008,80
the-biggest-game-in-town-2016,Comedy,The Biggest Game In Town,en,"Some people fold their dreams, others go all in. A Landscaper, a realtor and an old mob boss chase down a dream and embark on a one-of-a-kind poker adventure in search of a legendary card game. A dream turns into a premonition and our hero has to face his fears against the best poker player you've never heard of in ""The Biggest Game in Town"".",1.437,01-06-2016,97
the-bikini-escort-company-2004,"Not Available
",The Bikini Escort Company,en,"Having been set the task of setting up a successful business as part of their college course, a group of students take a surprising route by setting up their own escort agency!",1.947,06-07-2004,74
