movie_id,rating_val,user_id
boys-state,8,haybatman
boys-state,7,dselwyns
boys-state,9,tasharobinson
boys-state,8,scotttobias
boys-state,8,sonnywortzik
boys-state,8,shanderson88
boys-state,8,nickwibert
boys-state,9,davechen
boys-state,8,samvanhallgren
boys-state,9,oh_dae_su
boys-state,7,kevinyang
boys-state,7,ellakemp
boys-state,8,hollieamanda
boys-state,8,flaska11
boys-state,8,letmeexplain
boys-state,7,austin
boys-state,8,kernetcetera
boys-state,4,auteur
boys-state,7,yorel1976
boys-state,8,perksofbeingnat
boys-state,8,faithlessphil
boys-state,9,seanfennessey
boys-state,10,ianjonas
boys-state,8,fantasticmrjeff
boys-state,8,sprizzle
boys-state,8,realdaveimboden
boys-state,9,mank
boys-state,7,nickdenbow
boys-state,10,krodgers101
boys-state,7,hswansonfilms
boys-state,9,jbutts15
boys-state,8,codypphoto
boys-state,9,flyawayhome
boys-state,10,rexrobben
boys-state,6,marooncrimson
boys-state,7,mikeyb98
boys-state,7,emforce
boys-state,7,caleb_yells
boys-state,9,chriscarr1
boys-state,7,realhenryb
boys-state,10,jimmycthatsme
boys-state,6,collin_clark
boys-state,9,keithlaf
boys-state,4,mnabeel
boys-state,7,benmatthewempey
boys-state,6,cathalbyron
boys-state,8,firstshowing
boys-state,5,lgarcia
boys-state,8,zachpopereviews
boys-state,7,immortan_scott
boys-state,7,gc11
boys-state,7,zombaid
boys-state,10,maxthemoviegirl
boys-state,7,madrose6
boys-state,8,scottrenshaw
boys-state,10,clairacurtis
boys-state,8,steele98
boys-state,8,babydriverreal
boys-state,6,justbrianna
boys-state,8,willpoulter
boys-state,8,insessionfilm
boys-state,7,vrizov
boys-state,8,dijonwyn
bozo-2016,4,axelhagne
brads-status,7,davidehrlich
brads-status,4,superpulse
brads-status,2,thejoshl
brads-status,5,childrenofmen
brads-status,6,kun
brads-status,6,gemko
brads-status,4,sonofjorel
brads-status,4,davidfinchher
brads-status,9,truman
brads-status,8,austinburke
brads-status,7,highlife
brads-status,8,amandaayoung
brads-status,2,subsahaaron
brads-status,5,briantt
brads-status,4,jurassicstark
brads-status,5,artpig
brads-status,8,varghese_no1
brads-status,7,sonnywortzik
brads-status,8,londono
brads-status,2,ryangosling
brads-status,8,syaoran
brads-status,10,auteur
brads-status,8,farriercollins
brads-status,7,waldo
brads-status,7,buttcrack313
brads-status,7,cogerson
brads-status,6,justwannaboogie
brads-status,5,lesaladino
brads-status,8,jason_alley
brads-status,6,soundturnedlow
brads-status,1,kaliofthedolls
brads-status,7,jc13
brads-status,4,minick
brads-status,2,gretgerwig
brads-status,5,bartonfinked
brads-status,3,kjones77
brads-status,6,jeremy_crabb
brads-status,6,theccritic
brads-status,7,hooded_justice
brads-status,4,zyopy
brads-status,7,tarantinole
brads-status,9,ashonfilm
brads-status,6,themediadiorama
brads-status,8,rowenet
brads-status,4,salinui
brads-status,4,beniciodeltoro
brads-status,6,reesepd
brads-status,6,oneepiexe
brads-status,8,paradoxdl
brads-status,6,kurdt
brads-status,7,willmoviefan97
brads-status,6,benmatthewempey
brads-status,8,firstshowing
brads-status,6,tburnham
brads-status,6,immortan_scott
brads-status,3,brandonh
brads-status,7,bilboballin
brads-status,2,calum_marsh
brads-status,5,lifeasfiction
brads-status,4,ezracubero
brads-status,6,justbrianna
brads-status,7,tommysyk
brads-status,7,shutupmikeginn
brads-status,2,jackdoran
brads-status,8,csunofficial
brads-status,8,kenru
braid-2018,7,suspirliam
braid-2018,6,mr_dulac
braid-2018,8,punchdrunklizzy
braid-2018,4,siegel
braid-2018,7,dselwyns
braid-2018,9,jennyslate
braid-2018,7,hollieamanda
braid-2018,4,smogo
braid-2018,3,kernetcetera
braid-2018,5,matt_thomas10
braid-2018,3,gonegirls
braid-2018,2,auteur
braid-2018,7,cwbradley
braid-2018,8,nickmcc2
braid-2018,5,sofiaboutellas
braid-2018,6,rotch
braid-2018,8,hail_freyr
braid-2018,7,naewatches
braid-2018,3,coles84
braid-2018,9,codypphoto
braid-2018,6,caleb_yells
braid-2018,2,stevenmillan
braid-2018,7,monocle
braid-2018,8,collin_clark
braid-2018,8,herb_gallow
braid-2018,5,mardarrius
braid-2018,1,rickd
braid-2018,6,riotglasses
braid-2018,4,steph_h
braid-2018,10,dustin_b
braid-2018,4,markella
braid-2018,4,jewbo23
braid-2018,8,domxrm
braid-2018,4,clairacurtis
braid-2018,6,fakerobhunter
brain-on-fire,1,ianamurray
brain-on-fire,4,mr_dulac
brain-on-fire,5,davidfinchher
brain-on-fire,5,chavrosbaby
brain-on-fire,2,willhunting
brain-on-fire,4,impressionblend
brain-on-fire,5,letmeexplain
brain-on-fire,4,gonegirls
brain-on-fire,6,moviemaestro
brain-on-fire,1,wizardchurch
brain-on-fire,3,buttcrack313
brain-on-fire,5,bethanellen
brain-on-fire,3,soundturnedlow
brain-on-fire,4,bartonfinked
brain-on-fire,5,estebueno
brain-on-fire,5,themediadiorama
brain-on-fire,5,zombaid
brain-on-fire,3,willpoulter
brain-on-fire,7,charliemorris
brainiac-transmissions-after-zero,8,ultimateparker
brakeless,8,phantasmes
brakes,6,man_out_of_time
brakes,8,nancilwt
brakes,6,ghostsmut
brand-a-second-coming,6,arkhamoutlaw10
brand-a-second-coming,8,jurassicstark
brand-upon-the-brain,7,jack
brand-upon-the-brain,8,pobrecito
brand-upon-the-brain,10,elcochran90
brand-upon-the-brain,8,auteur
brand-upon-the-brain,10,bbeksinski
brand-upon-the-brain,8,mortom
brand-upon-the-brain,9,rodstar
brand-upon-the-brain,10,capitao134
brand-upon-the-brain,8,ridleysthot
brand-upon-the-brain,7,ghostdinosaur
brand-upon-the-brain,6,patrickripoll
brand-upon-the-brain,8,thisisalexei
brand-upon-the-brain,6,lgarcia
brand-upon-the-brain,8,cinefeelya
brand-upon-the-brain,9,izzio
brand-upon-the-brain,9,ingmar
brand-upon-the-brain,8,frymanjayce
brand-upon-the-brain,6,hotelearle
branded-2013,6,v9733xa
bratz,5,adrianbalboa
bratz,1,kaylafavia
bratz,6,bluevelvets
bratz,3,yazzjames
bratz,10,ellefnning
bratz,1,bethanywilson
bratz,2,niceguys
bratz,1,sophiaplanos
bratz,8,murielcampos
bratz,3,eely
bratz,4,cathyk
bratz,1,dahans
bratz,3,hauteprincesses
bratz,2,ashmatxx
bratz,6,nancilwt
bratz,1,nickyd
bratz,6,adrianam
bratz,1,jeremy_crabb
bratz,6,maskull
bratz,1,romankirby
bratz,1,thecomedian
bratz,2,nopersonality
bratz,2,kirstypotter
bratz,3,teamedward
bratz,2,vernonator6497
bratz,10,finchet
bratz,7,bittercherry
bratz,2,nowhere1997
bratz,2,zaragwen
bratz-fashion-pixiez,3,sharktale
bratz-fashion-pixiez,6,bluevelvets
bratz-fashion-pixiez,6,nopersonality
bratz-girlz-really-rock,5,nopersonality
bratz-super-babyz,2,sharktale
bratz-super-babyz,6,bluevelvets
bratz-the-video-starrin-stylin,4,sharktale
bratz-the-video-starrin-stylin,2,nopersonality
bratz-the-video-starrin-stylin,2,zaragwen
brave-story,8,rexrobben
break-2009,3,frankenlotter
break-my-fall,5,filmslikedreams
break-point,6,gemko
break-point,7,cogerson
break-point,5,nathanrabin
breakaway,5,the_narrator
breakfast-on-pluto,5,ianamurray
breakfast-on-pluto,7,fuchsiadyke
breakfast-on-pluto,6,sopheyquinn
breakfast-on-pluto,6,franhoepfner
breakfast-on-pluto,8,jaimerebanal
breakfast-on-pluto,7,mariamicia13
breakfast-on-pluto,6,adashelby
breakfast-on-pluto,8,elementarii
breakfast-on-pluto,8,varghese_no1
breakfast-on-pluto,9,sonnywortzik
